country,carrier,year,min,max,unit,Source,component
BG,onwind,2020,,703.0321976773537,MW,Interpolation between existing capacities and 2030 maximum,generator
CH,onwind,2020,,85.28959871158852,MW,Interpolation between existing capacities and 2030 maximum,generator
CZ,onwind,2020,,339.41,MW,Interpolation between existing capacities and 2030 maximum,generator
DE,onwind,2020,,54312.54619411324,MW,Interpolation between existing capacities and 2030 maximum,generator
DK,onwind,2020,,4533.957488034115,MW,Interpolation between existing capacities and 2030 maximum,generator
EE,onwind,2020,,316.0,MW,Interpolation between existing capacities and 2030 maximum,generator
ES,onwind,2020,,27083.72819679152,MW,Interpolation between existing capacities and 2030 maximum,generator
FI,onwind,2020,,2781.677738747053,MW,Interpolation between existing capacities and 2030 maximum,generator
FR,onwind,2020,,17512.02802518003,MW,Interpolation between existing capacities and 2030 maximum,generator
GB,onwind,2020,,14100.72476643336,MW,Interpolation between existing capacities and 2030 maximum,generator
GR,onwind,2020,,4113.000000000001,MW,Interpolation between existing capacities and 2030 maximum,generator
HR,onwind,2020,,768.5770598195337,MW,Interpolation between existing capacities and 2030 maximum,generator
HU,onwind,2020,,323.0,MW,Interpolation between existing capacities and 2030 maximum,generator
IE,onwind,2020,,4274.660000000001,MW,Interpolation between existing capacities and 2030 maximum,generator
IT,onwind,2020,,10878.77163042971,MW,Interpolation between existing capacities and 2030 maximum,generator
LT,onwind,2020,,539.0,MW,Interpolation between existing capacities and 2030 maximum,generator
LU,onwind,2020,,289.8140692666177,MW,Interpolation between existing capacities and 2030 maximum,generator
LV,onwind,2020,,77.82074956512004,MW,Interpolation between existing capacities and 2030 maximum,generator
ME,onwind,2020,,118.0,MW,Interpolation between existing capacities and 2030 maximum,generator
MK,onwind,2020,,36.99999999999999,MW,Interpolation between existing capacities and 2030 maximum,generator
NL,onwind,2020,,4100.0,MW,Interpolation between existing capacities and 2030 maximum,generator
NO,onwind,2020,,3594.222261252946,MW,Interpolation between existing capacities and 2030 maximum,generator
PL,onwind,2020,,6266.655381302254,MW,Interpolation between existing capacities and 2030 maximum,generator
PT,onwind,2020,,5213.24564051156,MW,Interpolation between existing capacities and 2030 maximum,generator
RO,onwind,2020,,3022.52,MW,Interpolation between existing capacities and 2030 maximum,generator
SE,onwind,2020,,13259.69,MW,Interpolation between existing capacities and 2030 maximum,generator
SI,onwind,2020,,5.32977156600406,MW,Interpolation between existing capacities and 2030 maximum,generator
SK,onwind,2020,,3.233400518269678,MW,Interpolation between existing capacities and 2030 maximum,generator
AL,solar,2020,,16.65497438896999,MW,Interpolation between existing capacities and 2030 maximum,generator
AT,solar,2020,,2220.1,MW,Interpolation between existing capacities and 2030 maximum,generator
BA,solar,2020,,36.0290257730784,MW,Interpolation between existing capacities and 2030 maximum,generator
BE,solar,2020,,5428.54337645247,MW,Interpolation between existing capacities and 2030 maximum,generator
BG,solar,2020,,1072.859499458582,MW,Interpolation between existing capacities and 2030 maximum,generator
CH,solar,2020,,2936.083077681703,MW,Interpolation between existing capacities and 2030 maximum,generator
CZ,solar,2020,,2073.420000000001,MW,Interpolation between existing capacities and 2030 maximum,generator
DE,solar,2020,,53708.24778557188,MW,Interpolation between existing capacities and 2030 maximum,generator
DK,solar,2020,,1300.0,MW,Interpolation between existing capacities and 2030 maximum,generator
EE,solar,2020,,130.3,MW,Interpolation between existing capacities and 2030 maximum,generator
ES,solar,2020,,11784.52837019695,MW,Interpolation between existing capacities and 2030 maximum,generator
FI,solar,2020,,390.9999999999999,MW,Interpolation between existing capacities and 2030 maximum,generator
FR,solar,2020,,11933.95464524045,MW,Interpolation between existing capacities and 2030 maximum,generator
GB,solar,2020,,13462.36339469028,MW,Interpolation between existing capacities and 2030 maximum,generator
GR,solar,2020,,3247.0,MW,Interpolation between existing capacities and 2030 maximum,generator
HR,solar,2020,,83.5638554370333,MW,Interpolation between existing capacities and 2030 maximum,generator
HU,solar,2020,,1953.0,MW,Interpolation between existing capacities and 2030 maximum,generator
IE,solar,2020,,39.96589517521873,MW,Interpolation between existing capacities and 2030 maximum,generator
IT,solar,2020,,21607.55828478348,MW,Interpolation between existing capacities and 2030 maximum,generator
LT,solar,2020,,148.0,MW,Interpolation between existing capacities and 2030 maximum,generator
LU,solar,2020,,269.6157040801764,MW,Interpolation between existing capacities and 2030 maximum,generator
LV,solar,2020,,7.084308613106668,MW,Interpolation between existing capacities and 2030 maximum,generator
ME,solar,2020,,6.22,MW,Interpolation between existing capacities and 2030 maximum,generator
MK,solar,2020,,94.35999999999999,MW,Interpolation between existing capacities and 2030 maximum,generator
NL,solar,2020,,10213.0,MW,Interpolation between existing capacities and 2030 maximum,generator
NO,solar,2020,,151.5389591318717,MW,Interpolation between existing capacities and 2030 maximum,generator
PL,solar,2020,,3935.74,MW,Interpolation between existing capacities and 2030 maximum,generator
PT,solar,2020,,1025.341700484936,MW,Interpolation between existing capacities and 2030 maximum,generator
RO,solar,2020,,1386.71,MW,Interpolation between existing capacities and 2030 maximum,generator
SE,solar,2020,,1416.048276582977,MW,Interpolation between existing capacities and 2030 maximum,generator
SI,solar,2020,,266.81,MW,Interpolation between existing capacities and 2030 maximum,generator
SK,solar,2020,,592.8999999999999,MW,Interpolation between existing capacities and 2030 maximum,generator
AL,offwind,2025,,11.586888464507117,MW,Interpolation between existing capacities and 2030 maximum,generator
AT,offwind,2025,,0.0,MW,Interpolation between existing capacities and 2030 maximum,generator
BA,offwind,2025,,0.0,MW,Interpolation between existing capacities and 2030 maximum,generator
BE,offwind,2025,,2551.386744077141,MW,Interpolation between existing capacities and 2030 maximum,generator
BG,offwind,2025,,15.846849662027502,MW,Interpolation between existing capacities and 2030 maximum,generator
CH,offwind,2025,,0.0,MW,Interpolation between existing capacities and 2030 maximum,generator
CZ,offwind,2025,,0.0,MW,Interpolation between existing capacities and 2030 maximum,generator
DE,offwind,2025,,21873.5,MW,Interpolation between existing capacities and 2030 maximum,generator
DK,offwind,2025,,4863.603920954259,MW,Interpolation between existing capacities and 2030 maximum,generator
EE,offwind,2025,,212.93759310876067,MW,Interpolation between existing capacities and 2030 maximum,generator
ES,offwind,2025,,390.01302817511174,MW,Interpolation between existing capacities and 2030 maximum,generator
FI,offwind,2025,,1168.302527955646,MW,Interpolation between existing capacities and 2030 maximum,generator
FR,offwind,2025,,676.5664389484917,MW,Interpolation between existing capacities and 2030 maximum,generator
GB,offwind,2025,,36791.35259995512,MW,Interpolation between existing capacities and 2030 maximum,generator
GR,offwind,2025,,532.5762059015989,MW,Interpolation between existing capacities and 2030 maximum,generator
HR,offwind,2025,,212.5025668261283,MW,Interpolation between existing capacities and 2030 maximum,generator
HU,offwind,2025,,0.0,MW,Interpolation between existing capacities and 2030 maximum,generator
IE,offwind,2025,,890.6559079059415,MW,Interpolation between existing capacities and 2030 maximum,generator
IT,offwind,2025,,1370.8024965722702,MW,Interpolation between existing capacities and 2030 maximum,generator
LT,offwind,2025,,52.05552012566984,MW,Interpolation between existing capacities and 2030 maximum,generator
LU,offwind,2025,,0.0,MW,Interpolation between existing capacities and 2030 maximum,generator
LV,offwind,2025,,89.2557791351457,MW,Interpolation between existing capacities and 2030 maximum,generator
ME,offwind,2025,,2.527353469383576,MW,Interpolation between existing capacities and 2030 maximum,generator
MK,offwind,2025,,0.0,MW,Interpolation between existing capacities and 2030 maximum,generator
NL,offwind,2025,,11048.360136553294,MW,Interpolation between existing capacities and 2030 maximum,generator
NO,offwind,2025,,267.2960319003446,MW,Interpolation between existing capacities and 2030 maximum,generator
PL,offwind,2025,,0.0,MW,First offshore should start in 2026. (Agora),generator
PT,offwind,2025,,213.0449257752865,MW,Interpolation between existing capacities and 2030 maximum,generator
RO,offwind,2025,,38.96983938645215,MW,Interpolation between existing capacities and 2030 maximum,generator
SE,offwind,2025,,1185.9610241787032,MW,Interpolation between existing capacities and 2030 maximum,generator
SI,offwind,2025,,0.6122463492900043,MW,Interpolation between existing capacities and 2030 maximum,generator
SK,offwind,2025,,0.0,MW,Interpolation between existing capacities and 2030 maximum,generator
AL,onwind,2025,,288.4131115354929,MW,Interpolation between existing capacities and 2030 maximum,generator
AT,onwind,2025,,7012.06,MW,Interpolation between existing capacities and 2030 maximum,generator
BA,onwind,2025,,113.3614700902332,MW,Interpolation between existing capacities and 2030 maximum,generator
BE,onwind,2025,,6636.634107161539,MW,Interpolation between existing capacities and 2030 maximum,generator
BG,onwind,2025,,1955.6692491766496,MW,Interpolation between existing capacities and 2030 maximum,generator
CH,onwind,2025,,228.64479935579425,MW,Interpolation between existing capacities and 2030 maximum,generator
CZ,onwind,2025,,1069.705,MW,Interpolation between existing capacities and 2030 maximum,generator
DE,onwind,2025,,96156.27309705662,MW,Interpolation between existing capacities and 2030 maximum,generator
DK,onwind,2025,,8573.774823062799,MW,Interpolation between existing capacities and 2030 maximum,generator
EE,onwind,2025,,1325.0624068912393,MW,Interpolation between existing capacities and 2030 maximum,generator
ES,onwind,2025,,50353.49938693624,MW,Interpolation between existing capacities and 2030 maximum,generator
FI,onwind,2025,,14239.015717342027,MW,Interpolation between existing capacities and 2030 maximum,generator
FR,onwind,2025,,31119.678811406175,MW,Interpolation between existing capacities and 2030 maximum,generator
GB,onwind,2025,,22850.362383216678,MW,Interpolation between existing capacities and 2030 maximum,generator
GR,onwind,2025,,7523.923794098402,MW,Interpolation between existing capacities and 2030 maximum,generator
HR,onwind,2025,,1731.7859630836385,MW,Interpolation between existing capacities and 2030 maximum,generator
HU,onwind,2025,,821.5000000000001,MW,Interpolation between existing capacities and 2030 maximum,generator
IE,onwind,2025,,10859.22552761707,MW,Interpolation between existing capacities and 2030 maximum,generator
IT,onwind,2025,,20928.583318642588,MW,Interpolation between existing capacities and 2030 maximum,generator
LT,onwind,2025,,4057.4444798743298,MW,Interpolation between existing capacities and 2030 maximum,generator
LU,onwind,2025,,384.90703463330885,MW,Interpolation between existing capacities and 2030 maximum,generator
LV,onwind,2025,,1269.6545956474142,MW,Interpolation between existing capacities and 2030 maximum,generator
ME,onwind,2025,,220.51264653061642,MW,Interpolation between existing capacities and 2030 maximum,generator
MK,onwind,2025,,258.5,MW,Interpolation between existing capacities and 2030 maximum,generator
NL,onwind,2025,,10581.372525181738,MW,Interpolation between existing capacities and 2030 maximum,generator
NO,onwind,2025,,6930.371460200425,MW,Interpolation between existing capacities and 2030 maximum,generator
PL,onwind,2025,,10333.327690651126,MW,Interpolation between existing capacities and 2030 maximum,generator
PT,onwind,2025,,9846.061061738406,MW,Interpolation between existing capacities and 2030 maximum,generator
RO,onwind,2025,,5891.26,MW,Interpolation between existing capacities and 2030 maximum,generator
SE,onwind,2025,,20524.458975821297,MW,Interpolation between existing capacities and 2030 maximum,generator
SI,onwind,2025,,122.05263943371203,MW,Interpolation between existing capacities and 2030 maximum,generator
SK,onwind,2025,,487.61670025913486,MW,Interpolation between existing capacities and 2030 maximum,generator
AL,solar,2025,,499.10578219448496,MW,Interpolation between existing capacities and 2030 maximum,generator
AT,solar,2025,,8610.05,MW,Interpolation between existing capacities and 2030 maximum,generator
BA,solar,2025,,18.0145128865392,MW,Interpolation between existing capacities and 2030 maximum,generator
BE,solar,2025,,9674.271688226234,MW,Interpolation between existing capacities and 2030 maximum,generator
BG,solar,2025,,5636.42974972929,MW,Interpolation between existing capacities and 2030 maximum,generator
CH,solar,2025,,7348.041538840851,MW,Interpolation between existing capacities and 2030 maximum,generator
CZ,solar,2025,,7096.71,MW,Interpolation between existing capacities and 2030 maximum,generator
DE,solar,2025,,155854.12389278592,MW,Interpolation between existing capacities and 2030 maximum,generator
DK,solar,2025,,21943.292,MW,Interpolation between existing capacities and 2030 maximum,generator
EE,solar,2025,,785.1499999999999,MW,Interpolation between existing capacities and 2030 maximum,generator
ES,solar,2025,,52452.26418509847,MW,Interpolation between existing capacities and 2030 maximum,generator
FI,solar,2025,,4455.5,MW,Interpolation between existing capacities and 2030 maximum,generator
FR,solar,2025,,41966.97732262022,MW,Interpolation between existing capacities and 2030 maximum,generator
GB,solar,2025,,31571.18169734514,MW,Interpolation between existing capacities and 2030 maximum,generator
GR,solar,2025,,9423.5,MW,Interpolation between existing capacities and 2030 maximum,generator
HR,solar,2025,,3041.781927718517,MW,Interpolation between existing capacities and 2030 maximum,generator
HU,solar,2025,,7276.5,MW,Interpolation between existing capacities and 2030 maximum,generator
IE,solar,2025,,4819.9829475876095,MW,Interpolation between existing capacities and 2030 maximum,generator
IT,solar,2025,,58743.779142391744,MW,Interpolation between existing capacities and 2030 maximum,generator
LT,solar,2025,,2624.0,MW,Interpolation between existing capacities and 2030 maximum,generator
LU,solar,2025,,914.8078520400882,MW,Interpolation between existing capacities and 2030 maximum,generator
LV,solar,2025,,303.5421543065533,MW,Interpolation between existing capacities and 2030 maximum,generator
ME,solar,2025,,392.51000000000005,MW,Interpolation between existing capacities and 2030 maximum,generator
MK,solar,2025,,392.78,MW,Interpolation between existing capacities and 2030 maximum,generator
NL,solar,2025,,40686.49999999999,MW,Interpolation between existing capacities and 2030 maximum,generator
NO,solar,2025,,3309.769479565935,MW,Interpolation between existing capacities and 2030 maximum,generator
PL,solar,2025,16000.0,25200.0,MW,It's (01.07.2024) 19 223 MW. (Agora),generator
PT,solar,2025,,12752.670850242466,MW,Interpolation between existing capacities and 2030 maximum,generator
RO,solar,2025,,5673.355,MW,Interpolation between existing capacities and 2030 maximum,generator
SE,solar,2025,,5328.024138291488,MW,Interpolation between existing capacities and 2030 maximum,generator
SI,solar,2025,,2413.4049999999997,MW,Interpolation between existing capacities and 2030 maximum,generator
SK,solar,2025,,1322.4499999999998,MW,Interpolation between existing capacities and 2030 maximum,generator
AL,offwind,2035,15.449184619342825,695.2453819430234,MW,Interpolation between 2030 and 2050,generator
AT,offwind,2035,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
BA,offwind,2035,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
BE,offwind,2035,1794.4655432782738,3004.1883435850445,MW,Interpolation between 2030 and 2050,generator
BG,offwind,2035,7.043044294234445,383.30218895754825,MW,Interpolation between 2030 and 2050,generator
CH,offwind,2035,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
CZ,offwind,2035,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
DE,offwind,2035,24000.0,48000.0,MW,DE offshore target is 40 GW +/-20.0% for min/max (Agora),generator
DK,offwind,2035,2566.7705635833504,17707.95812775676,MW,Interpolation between 2030 and 2050,generator
EE,offwind,2035,283.9167908116809,4590.82106346912,MW,Interpolation between 2030 and 2050,generator
ES,offwind,2035,503.62133550558207,3040.8425817056795,MW,Interpolation between 2030 and 2050,generator
FI,offwind,2035,466.330569077356,17513.980864533445,MW,Interpolation between 2030 and 2050,generator
FR,offwind,2035,859.50931817113,8227.578252567771,MW,Interpolation between 2030 and 2050,generator
GB,offwind,2035,41066.666666666664,72321.82955268727,MW,Interpolation between 2030 and 2050,generator
GR,offwind,2035,497.071125508159,5868.398814751132,MW,Interpolation between 2030 and 2050,generator
HR,offwind,2035,250.64405317953592,3245.0544086598625,MW,Interpolation between 2030 and 2050,generator
HU,offwind,2035,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
IE,offwind,2035,976.8912255260102,4863.257000647148,MW,Interpolation between 2030 and 2050,generator
IT,offwind,2035,1749.6838509036334,13615.523499246252,MW,Interpolation between 2030 and 2050,generator
LT,offwind,2035,54.22450013090609,519.093541834359,MW,Interpolation between 2030 and 2050,generator
LU,offwind,2035,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
LV,offwind,2035,119.00770551352763,2847.1322920042485,MW,Interpolation between 2030 and 2050,generator
ME,offwind,2035,3.3698046258447687,151.3604267448586,MW,Interpolation between 2030 and 2050,generator
MK,offwind,2035,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
NL,offwind,2035,9935.693133585346,28085.658792152444,MW,Interpolation between 2030 and 2050,generator
NO,offwind,2035,271.5944207087542,9894.053096164858,MW,Interpolation between 2030 and 2050,generator
PL,offwind,2035,4800.000000000001,15300.0,MW,Interpolation between 2030 and 2050,generator
PT,offwind,2035,198.40518046879967,1415.8898218117583,MW,Interpolation between 2030 and 2050,generator
RO,offwind,2035,36.235113815473056,4558.454759079678,MW,Interpolation between 2030 and 2050,generator
SE,offwind,2035,1287.49015026025,19172.123270848653,MW,Interpolation between 2030 and 2050,generator
SI,offwind,2035,0.8163284657200057,37.75700737740598,MW,Interpolation between 2030 and 2050,generator
SK,offwind,2035,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
AL,onwind,2035,384.55081538065724,17305.58505858537,MW,Interpolation between 2030 and 2050,generator
AT,onwind,2035,6320.0,43009.010832161475,MW,Interpolation between 2030 and 2050,generator
BA,onwind,2035,80.00000000000001,35296.67860448472,MW,Interpolation between 2030 and 2050,generator
BE,onwind,2035,7085.534456721726,11862.18375866171,MW,Interpolation between 2030 and 2050,generator
BG,onwind,2035,712.9569557057657,38801.11360058312,MW,Interpolation between 2030 and 2050,generator
CH,onwind,2035,240.0,19457.584465876273,MW,Interpolation between 2030 and 2050,generator
CZ,onwind,2035,640.0000000000001,27420.084964486905,MW,Interpolation between 2030 and 2050,generator
DE,onwind,2035,92000.0,156000.0,MW,Interpolation between 2030 and 2050,generator
DK,onwind,2035,4033.7094364166505,27828.259686711135,MW,Interpolation between 2030 and 2050,generator
EE,onwind,2035,1556.0832091883192,25161.24373211411,MW,Interpolation between 2030 and 2050,generator
ES,onwind,2035,47736.37866449442,288230.07030410494,MW,Interpolation between 2030 and 2050,generator
FI,onwind,2035,5293.669430922645,198814.38461085607,MW,Interpolation between 2030 and 2050,generator
FR,onwind,2035,28420.490681828876,272052.67717011983,MW,Interpolation between 2030 and 2050,generator
GB,onwind,2035,20533.333333333332,36199.99999999999,MW,Interpolation between 2030 and 2050,generator
GR,onwind,2035,5102.928874491842,60244.9432728832,MW,Interpolation between 2030 and 2050,generator
HR,onwind,2035,1589.3559468204642,20577.174908934212,MW,Interpolation between 2030 and 2050,generator
HU,onwind,2035,240.0,35278.06292894215,MW,Interpolation between 2030 and 2050,generator
IE,onwind,2035,9703.10877447399,48304.98057764056,MW,Interpolation between 2030 and 2050,generator
IT,onwind,2035,19770.31614909637,153846.7672182767,MW,Interpolation between 2030 and 2050,generator
LT,onwind,2035,3945.775499869094,37773.08365343267,MW,Interpolation between 2030 and 2050,generator
LU,onwind,2035,240.0,1098.150402893312,MW,Interpolation between 2030 and 2050,generator
LV,onwind,2035,1640.9922944864725,39258.988587352454,MW,Interpolation between 2030 and 2050,generator
ME,onwind,2035,215.35019537415522,9672.815219443033,MW,Interpolation between 2030 and 2050,generator
MK,onwind,2035,320.00000000000006,17029.188462217382,MW,Interpolation between 2030 and 2050,generator
NL,onwind,2035,8624.306866414652,24378.705814712826,MW,Interpolation between 2030 and 2050,generator
NO,onwind,2035,5226.6873664912455,190405.6872234991,MW,Interpolation between 2030 and 2050,generator
PL,onwind,2035,9600.000000000002,24000.0,MW,Interpolation between 2030 and 2050,generator
PT,onwind,2035,7161.5948195312,51107.68372556997,MW,Interpolation between 2030 and 2050,generator
RO,onwind,2035,5840.0,11570.0,MW,Interpolation between 2030 and 2050,generator
SE,onwind,2035,17112.509849739752,254823.81224159617,MW,Interpolation between 2030 and 2050,generator
SI,onwind,2035,159.18367153428002,7362.598895998645,MW,Interpolation between 2030 and 2050,generator
SK,onwind,2035,640.0000000000001,13782.876001968005,MW,Interpolation between 2030 and 2050,generator
AL,solar,2035,654.37106,14179.39883480193,MW,Interpolation between 2030 and 2050,generator
AT,solar,2035,9600.000000000002,55105.98540111577,MW,Interpolation between 2030 and 2050,generator
BA,solar,2035,0.0,22289.677320341136,MW,Interpolation between 2030 and 2050,generator
BE,solar,2035,9200.000000000002,35869.28300779668,MW,Interpolation between 2030 and 2050,generator
BG,solar,2035,2560.0000000000005,66150.93311458213,MW,Interpolation between 2030 and 2050,generator
CH,solar,2035,7816.0,39852.97577970832,MW,Interpolation between 2030 and 2050,generator
